name,gsm,title,geo_accession,status,submission_date,last_update_date,type,channel_count,source_name_ch1,organism_ch1,characteristics_ch1,characteristics_ch1.1,characteristics_ch1.2,molecule_ch1,extract_protocol_ch1,extract_protocol_ch1.1,taxid_ch1,description,data_processing,data_processing.1,platform_id,contact_name,contact_email,contact_laboratory,contact_department,contact_institute,contact_address,contact_city,contact_state,contact_zip.postal_code,contact_country,data_row_count,instrument_model,library_selection,library_source,library_strategy,relation,relation.1,supplementary_file_1,group.ch1,tissue.ch1,treatment.ch1
B25_fpkm_MI,GSM6438807,B25 MI,GSM6438807,Public on Aug 14 2022,Aug 09 2022,Aug 14 2022,SRA,1,Muscle,Capra hircus,tissue: Muscle,group: MI,treatment: 30 minutes of transportation,total RNA,"Blood RNA was extracted using a MagMAX™ Stabilized Blood Tubes RNA Isolation Kit by applied biosystems (Thermo Fisher Scientific, Waltham, MA) according to manufacturer’s instructions. Muscle RNA was extracted by using RNeasy® Fibrous Tissue Mini Kit (Qiagen, Germantown, MD) according to manufacturer’s procedures","NEBNext® UltraTM  RNA Library Prep kit from Illumina® (NEB, USA) were used to generate the sequencing libraries",9925,Muscle samples collected after 30 minutes of transportation,Data processing was done by Novagene,Methods uploaded,GPL22146,"phaneendra,,batchu",phaneendra.batchu@fvsu.edu,Meat Science,Animal Science,fort valley state university,1005 State univerity drive,fort valley,georgia,31030,USA,0,Illumina HiSeq 4000,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN30218923,SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX17005552,NONE,MI,Muscle,30 minutes of transportation
B26_fpkm_MI,GSM6438808,B26 MI,GSM6438808,Public on Aug 14 2022,Aug 09 2022,Aug 14 2022,SRA,1,Muscle,Capra hircus,tissue: Muscle,group: MI,treatment: 30 minutes of transportation,total RNA,"Blood RNA was extracted using a MagMAX™ Stabilized Blood Tubes RNA Isolation Kit by applied biosystems (Thermo Fisher Scientific, Waltham, MA) according to manufacturer’s instructions. Muscle RNA was extracted by using RNeasy® Fibrous Tissue Mini Kit (Qiagen, Germantown, MD) according to manufacturer’s procedures","NEBNext® UltraTM  RNA Library Prep kit from Illumina® (NEB, USA) were used to generate the sequencing libraries",9925,Muscle samples collected after 30 minutes of transportation,Data processing was done by Novagene,Methods uploaded,GPL22146,"phaneendra,,batchu",phaneendra.batchu@fvsu.edu,Meat Science,Animal Science,fort valley state university,1005 State univerity drive,fort valley,georgia,31030,USA,0,Illumina HiSeq 4000,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN30218922,SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX17005553,NONE,MI,Muscle,30 minutes of transportation
B27_fpkm_MI,GSM6438809,B27 MI,GSM6438809,Public on Aug 14 2022,Aug 09 2022,Aug 14 2022,SRA,1,Muscle,Capra hircus,tissue: Muscle,group: MI,treatment: 30 minutes of transportation,total RNA,"Blood RNA was extracted using a MagMAX™ Stabilized Blood Tubes RNA Isolation Kit by applied biosystems (Thermo Fisher Scientific, Waltham, MA) according to manufacturer’s instructions. Muscle RNA was extracted by using RNeasy® Fibrous Tissue Mini Kit (Qiagen, Germantown, MD) according to manufacturer’s procedures","NEBNext® UltraTM  RNA Library Prep kit from Illumina® (NEB, USA) were used to generate the sequencing libraries",9925,Muscle samples collected after 30 minutes of transportation,Data processing was done by Novagene,Methods uploaded,GPL22146,"phaneendra,,batchu",phaneendra.batchu@fvsu.edu,Meat Science,Animal Science,fort valley state university,1005 State univerity drive,fort valley,georgia,31030,USA,0,Illumina HiSeq 4000,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN30218921,SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX17005554,NONE,MI,Muscle,30 minutes of transportation
C1_fpkm_CL,GSM6438810,C1 CL,GSM6438810,Public on Aug 14 2022,Aug 09 2022,Aug 14 2022,SRA,1,Muscle,Capra hircus,tissue: Muscle,group: CL,treatment: non transported goats,total RNA,"Blood RNA was extracted using a MagMAX™ Stabilized Blood Tubes RNA Isolation Kit by applied biosystems (Thermo Fisher Scientific, Waltham, MA) according to manufacturer’s instructions. Muscle RNA was extracted by using RNeasy® Fibrous Tissue Mini Kit (Qiagen, Germantown, MD) according to manufacturer’s procedures","NEBNext® UltraTM  RNA Library Prep kit from Illumina® (NEB, USA) were used to generate the sequencing libraries",9925,Muscle samples collected from non transported goats,Data processing was done by Novagene,Methods uploaded,GPL22146,"phaneendra,,batchu",phaneendra.batchu@fvsu.edu,Meat Science,Animal Science,fort valley state university,1005 State univerity drive,fort valley,georgia,31030,USA,0,Illumina HiSeq 4000,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN30218920,SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX17005555,NONE,CL,Muscle,non transported goats
C2_fpkm_CL,GSM6438811,C2 CL,GSM6438811,Public on Aug 14 2022,Aug 09 2022,Aug 14 2022,SRA,1,Muscle,Capra hircus,tissue: Muscle,group: CL,treatment: non transported goats,total RNA,"Blood RNA was extracted using a MagMAX™ Stabilized Blood Tubes RNA Isolation Kit by applied biosystems (Thermo Fisher Scientific, Waltham, MA) according to manufacturer’s instructions. Muscle RNA was extracted by using RNeasy® Fibrous Tissue Mini Kit (Qiagen, Germantown, MD) according to manufacturer’s procedures","NEBNext® UltraTM  RNA Library Prep kit from Illumina® (NEB, USA) were used to generate the sequencing libraries",9925,Muscle samples collected from non transported goats,Data processing was done by Novagene,Methods uploaded,GPL22146,"phaneendra,,batchu",phaneendra.batchu@fvsu.edu,Meat Science,Animal Science,fort valley state university,1005 State univerity drive,fort valley,georgia,31030,USA,0,Illumina HiSeq 4000,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN30218919,SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX17005556,NONE,CL,Muscle,non transported goats
C3_fpkm_CL,GSM6438812,C3 CL,GSM6438812,Public on Aug 14 2022,Aug 09 2022,Aug 14 2022,SRA,1,Muscle,Capra hircus,tissue: Muscle,group: CL,treatment: non transported goats,total RNA,"Blood RNA was extracted using a MagMAX™ Stabilized Blood Tubes RNA Isolation Kit by applied biosystems (Thermo Fisher Scientific, Waltham, MA) according to manufacturer’s instructions. Muscle RNA was extracted by using RNeasy® Fibrous Tissue Mini Kit (Qiagen, Germantown, MD) according to manufacturer’s procedures","NEBNext® UltraTM  RNA Library Prep kit from Illumina® (NEB, USA) were used to generate the sequencing libraries",9925,Muscle samples collected from non transported goats,Data processing was done by Novagene,Methods uploaded,GPL22146,"phaneendra,,batchu",phaneendra.batchu@fvsu.edu,Meat Science,Animal Science,fort valley state university,1005 State univerity drive,fort valley,georgia,31030,USA,0,Illumina HiSeq 4000,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN30218918,SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX17005557,NONE,CL,Muscle,non transported goats
C4_fpkm_CL,GSM6438813,C4 CL,GSM6438813,Public on Aug 14 2022,Aug 09 2022,Aug 14 2022,SRA,1,Muscle,Capra hircus,tissue: Muscle,group: CL,treatment: non transported goats,total RNA,"Blood RNA was extracted using a MagMAX™ Stabilized Blood Tubes RNA Isolation Kit by applied biosystems (Thermo Fisher Scientific, Waltham, MA) according to manufacturer’s instructions. Muscle RNA was extracted by using RNeasy® Fibrous Tissue Mini Kit (Qiagen, Germantown, MD) according to manufacturer’s procedures","NEBNext® UltraTM  RNA Library Prep kit from Illumina® (NEB, USA) were used to generate the sequencing libraries",9925,Muscle samples collected from non transported goats,Data processing was done by Novagene,Methods uploaded,GPL22146,"phaneendra,,batchu",phaneendra.batchu@fvsu.edu,Meat Science,Animal Science,fort valley state university,1005 State univerity drive,fort valley,georgia,31030,USA,0,Illumina HiSeq 4000,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN30218917,SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX17005558,NONE,CL,Muscle,non transported goats
C5_fpkm_CL,GSM6438814,C5 CL,GSM6438814,Public on Aug 14 2022,Aug 09 2022,Aug 14 2022,SRA,1,Muscle,Capra hircus,tissue: Muscle,group: CL,treatment: non transported goats,total RNA,"Blood RNA was extracted using a MagMAX™ Stabilized Blood Tubes RNA Isolation Kit by applied biosystems (Thermo Fisher Scientific, Waltham, MA) according to manufacturer’s instructions. Muscle RNA was extracted by using RNeasy® Fibrous Tissue Mini Kit (Qiagen, Germantown, MD) according to manufacturer’s procedures","NEBNext® UltraTM  RNA Library Prep kit from Illumina® (NEB, USA) were used to generate the sequencing libraries",9925,Muscle samples collected from non transported goats,Data processing was done by Novagene,Methods uploaded,GPL22146,"phaneendra,,batchu",phaneendra.batchu@fvsu.edu,Meat Science,Animal Science,fort valley state university,1005 State univerity drive,fort valley,georgia,31030,USA,0,Illumina HiSeq 4000,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN30218916,SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX17005559,NONE,CL,Muscle,non transported goats
C6_fpkm_CL,GSM6438815,C6 CL,GSM6438815,Public on Aug 14 2022,Aug 09 2022,Aug 14 2022,SRA,1,Muscle,Capra hircus,tissue: Muscle,group: CL,treatment: non transported goats,total RNA,"Blood RNA was extracted using a MagMAX™ Stabilized Blood Tubes RNA Isolation Kit by applied biosystems (Thermo Fisher Scientific, Waltham, MA) according to manufacturer’s instructions. Muscle RNA was extracted by using RNeasy® Fibrous Tissue Mini Kit (Qiagen, Germantown, MD) according to manufacturer’s procedures","NEBNext® UltraTM  RNA Library Prep kit from Illumina® (NEB, USA) were used to generate the sequencing libraries",9925,Muscle samples collected from non transported goats,Data processing was done by Novagene,Methods uploaded,GPL22146,"phaneendra,,batchu",phaneendra.batchu@fvsu.edu,Meat Science,Animal Science,fort valley state university,1005 State univerity drive,fort valley,georgia,31030,USA,0,Illumina HiSeq 4000,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN30218915,SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX17005560,NONE,CL,Muscle,non transported goats
C7_fpkm_CL,GSM6438816,C7 CL,GSM6438816,Public on Aug 14 2022,Aug 09 2022,Aug 14 2022,SRA,1,Muscle,Capra hircus,tissue: Muscle,group: CL,treatment: non transported goats,total RNA,"Blood RNA was extracted using a MagMAX™ Stabilized Blood Tubes RNA Isolation Kit by applied biosystems (Thermo Fisher Scientific, Waltham, MA) according to manufacturer’s instructions. Muscle RNA was extracted by using RNeasy® Fibrous Tissue Mini Kit (Qiagen, Germantown, MD) according to manufacturer’s procedures","NEBNext® UltraTM  RNA Library Prep kit from Illumina® (NEB, USA) were used to generate the sequencing libraries",9925,Muscle samples collected from non transported goats,Data processing was done by Novagene,Methods uploaded,GPL22146,"phaneendra,,batchu",phaneendra.batchu@fvsu.edu,Meat Science,Animal Science,fort valley state university,1005 State univerity drive,fort valley,georgia,31030,USA,0,Illumina HiSeq 4000,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN30218914,SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX17005561,NONE,CL,Muscle,non transported goats
C8_fpkm_CL,GSM6438817,C8 CL,GSM6438817,Public on Aug 14 2022,Aug 09 2022,Aug 14 2022,SRA,1,Muscle,Capra hircus,tissue: Muscle,group: CL,treatment: non transported goats,total RNA,"Blood RNA was extracted using a MagMAX™ Stabilized Blood Tubes RNA Isolation Kit by applied biosystems (Thermo Fisher Scientific, Waltham, MA) according to manufacturer’s instructions. Muscle RNA was extracted by using RNeasy® Fibrous Tissue Mini Kit (Qiagen, Germantown, MD) according to manufacturer’s procedures","NEBNext® UltraTM  RNA Library Prep kit from Illumina® (NEB, USA) were used to generate the sequencing libraries",9925,Muscle samples collected from non transported goats,Data processing was done by Novagene,Methods uploaded,GPL22146,"phaneendra,,batchu",phaneendra.batchu@fvsu.edu,Meat Science,Animal Science,fort valley state university,1005 State univerity drive,fort valley,georgia,31030,USA,0,Illumina HiSeq 4000,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN30218913,SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX17005562,NONE,CL,Muscle,non transported goats
C9_fpkm_CL,GSM6438818,C9 CL,GSM6438818,Public on Aug 14 2022,Aug 09 2022,Aug 14 2022,SRA,1,Muscle,Capra hircus,tissue: Muscle,group: CL,treatment: 180 minutes of transportation,total RNA,"Blood RNA was extracted using a MagMAX™ Stabilized Blood Tubes RNA Isolation Kit by applied biosystems (Thermo Fisher Scientific, Waltham, MA) according to manufacturer’s instructions. Muscle RNA was extracted by using RNeasy® Fibrous Tissue Mini Kit (Qiagen, Germantown, MD) according to manufacturer’s procedures","NEBNext® UltraTM  RNA Library Prep kit from Illumina® (NEB, USA) were used to generate the sequencing libraries",9925,Muscle samples collected after 180 minutes of transportation,Data processing was done by Novagene,Methods uploaded,GPL22146,"phaneendra,,batchu",phaneendra.batchu@fvsu.edu,Meat Science,Animal Science,fort valley state university,1005 State univerity drive,fort valley,georgia,31030,USA,0,Illumina HiSeq 4000,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN30218912,SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX17005563,NONE,CL,Muscle,180 minutes of transportation
C10_fpkm_MO,GSM6438819,C10 MO,GSM6438819,Public on Aug 14 2022,Aug 09 2022,Aug 14 2022,SRA,1,Muscle,Capra hircus,tissue: Muscle,group: MO,treatment: 180 minutes of transportation,total RNA,"Blood RNA was extracted using a MagMAX™ Stabilized Blood Tubes RNA Isolation Kit by applied biosystems (Thermo Fisher Scientific, Waltham, MA) according to manufacturer’s instructions. Muscle RNA was extracted by using RNeasy® Fibrous Tissue Mini Kit (Qiagen, Germantown, MD) according to manufacturer’s procedures","NEBNext® UltraTM  RNA Library Prep kit from Illumina® (NEB, USA) were used to generate the sequencing libraries",9925,Muscle samples collected after 180 minutes of transportation,Data processing was done by Novagene,Methods uploaded,GPL22146,"phaneendra,,batchu",phaneendra.batchu@fvsu.edu,Meat Science,Animal Science,fort valley state university,1005 State univerity drive,fort valley,georgia,31030,USA,0,Illumina HiSeq 4000,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN30218911,SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX17005564,NONE,MO,Muscle,180 minutes of transportation
C11_fpkm_MO,GSM6438820,C11 MO,GSM6438820,Public on Aug 14 2022,Aug 09 2022,Aug 14 2022,SRA,1,Muscle,Capra hircus,tissue: Muscle,group: MO,treatment: 180 minutes of transportation,total RNA,"Blood RNA was extracted using a MagMAX™ Stabilized Blood Tubes RNA Isolation Kit by applied biosystems (Thermo Fisher Scientific, Waltham, MA) according to manufacturer’s instructions. Muscle RNA was extracted by using RNeasy® Fibrous Tissue Mini Kit (Qiagen, Germantown, MD) according to manufacturer’s procedures","NEBNext® UltraTM  RNA Library Prep kit from Illumina® (NEB, USA) were used to generate the sequencing libraries",9925,Muscle samples collected after 180 minutes of transportation,Data processing was done by Novagene,Methods uploaded,GPL22146,"phaneendra,,batchu",phaneendra.batchu@fvsu.edu,Meat Science,Animal Science,fort valley state university,1005 State univerity drive,fort valley,georgia,31030,USA,0,Illumina HiSeq 4000,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN30218910,SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX17005565,NONE,MO,Muscle,180 minutes of transportation
C12_fpkm_MO,GSM6438821,C12 MO,GSM6438821,Public on Aug 14 2022,Aug 09 2022,Aug 14 2022,SRA,1,Muscle,Capra hircus,tissue: Muscle,group: MO,treatment: 180 minutes of transportation,total RNA,"Blood RNA was extracted using a MagMAX™ Stabilized Blood Tubes RNA Isolation Kit by applied biosystems (Thermo Fisher Scientific, Waltham, MA) according to manufacturer’s instructions. Muscle RNA was extracted by using RNeasy® Fibrous Tissue Mini Kit (Qiagen, Germantown, MD) according to manufacturer’s procedures","NEBNext® UltraTM  RNA Library Prep kit from Illumina® (NEB, USA) were used to generate the sequencing libraries",9925,Muscle samples collected after 180 minutes of transportation,Data processing was done by Novagene,Methods uploaded,GPL22146,"phaneendra,,batchu",phaneendra.batchu@fvsu.edu,Meat Science,Animal Science,fort valley state university,1005 State univerity drive,fort valley,georgia,31030,USA,0,Illumina HiSeq 4000,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN30218909,SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX17005566,NONE,MO,Muscle,180 minutes of transportation
C13_fpkm_MO,GSM6438822,C13 MO,GSM6438822,Public on Aug 14 2022,Aug 09 2022,Aug 14 2022,SRA,1,Muscle,Capra hircus,tissue: Muscle,group: MO,treatment: 180 minutes of transportation,total RNA,"Blood RNA was extracted using a MagMAX™ Stabilized Blood Tubes RNA Isolation Kit by applied biosystems (Thermo Fisher Scientific, Waltham, MA) according to manufacturer’s instructions. Muscle RNA was extracted by using RNeasy® Fibrous Tissue Mini Kit (Qiagen, Germantown, MD) according to manufacturer’s procedures","NEBNext® UltraTM  RNA Library Prep kit from Illumina® (NEB, USA) were used to generate the sequencing libraries",9925,Muscle samples collected after 180 minutes of transportation,Data processing was done by Novagene,Methods uploaded,GPL22146,"phaneendra,,batchu",phaneendra.batchu@fvsu.edu,Meat Science,Animal Science,fort valley state university,1005 State univerity drive,fort valley,georgia,31030,USA,0,Illumina HiSeq 4000,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN30218908,SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX17005567,NONE,MO,Muscle,180 minutes of transportation
C14_fpkm_MO,GSM6438823,C14 MO,GSM6438823,Public on Aug 14 2022,Aug 09 2022,Aug 14 2022,SRA,1,Muscle,Capra hircus,tissue: Muscle,group: MO,treatment: 180 minutes of transportation,total RNA,"Blood RNA was extracted using a MagMAX™ Stabilized Blood Tubes RNA Isolation Kit by applied biosystems (Thermo Fisher Scientific, Waltham, MA) according to manufacturer’s instructions. Muscle RNA was extracted by using RNeasy® Fibrous Tissue Mini Kit (Qiagen, Germantown, MD) according to manufacturer’s procedures","NEBNext® UltraTM  RNA Library Prep kit from Illumina® (NEB, USA) were used to generate the sequencing libraries",9925,Muscle samples collected after 180 minutes of transportation,Data processing was done by Novagene,Methods uploaded,GPL22146,"phaneendra,,batchu",phaneendra.batchu@fvsu.edu,Meat Science,Animal Science,fort valley state university,1005 State univerity drive,fort valley,georgia,31030,USA,0,Illumina HiSeq 4000,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN30218907,SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX17005568,NONE,MO,Muscle,180 minutes of transportation
C15_fpkm_MO,GSM6438824,C15 MO,GSM6438824,Public on Aug 14 2022,Aug 09 2022,Aug 14 2022,SRA,1,Muscle,Capra hircus,tissue: Muscle,group: MO,treatment: 180 minutes of transportation,total RNA,"Blood RNA was extracted using a MagMAX™ Stabilized Blood Tubes RNA Isolation Kit by applied biosystems (Thermo Fisher Scientific, Waltham, MA) according to manufacturer’s instructions. Muscle RNA was extracted by using RNeasy® Fibrous Tissue Mini Kit (Qiagen, Germantown, MD) according to manufacturer’s procedures","NEBNext® UltraTM  RNA Library Prep kit from Illumina® (NEB, USA) were used to generate the sequencing libraries",9925,Muscle samples collected after 180 minutes of transportation,Data processing was done by Novagene,Methods uploaded,GPL22146,"phaneendra,,batchu",phaneendra.batchu@fvsu.edu,Meat Science,Animal Science,fort valley state university,1005 State univerity drive,fort valley,georgia,31030,USA,0,Illumina HiSeq 4000,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN30218906,SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX17005569,NONE,MO,Muscle,180 minutes of transportation
C16_fpkm_MO,GSM6438825,C16 MO,GSM6438825,Public on Aug 14 2022,Aug 09 2022,Aug 14 2022,SRA,1,Muscle,Capra hircus,tissue: Muscle,group: MO,treatment: 180 minutes of transportation,total RNA,"Blood RNA was extracted using a MagMAX™ Stabilized Blood Tubes RNA Isolation Kit by applied biosystems (Thermo Fisher Scientific, Waltham, MA) according to manufacturer’s instructions. Muscle RNA was extracted by using RNeasy® Fibrous Tissue Mini Kit (Qiagen, Germantown, MD) according to manufacturer’s procedures","NEBNext® UltraTM  RNA Library Prep kit from Illumina® (NEB, USA) were used to generate the sequencing libraries",9925,Muscle samples collected after 180 minutes of transportation,Data processing was done by Novagene,Methods uploaded,GPL22146,"phaneendra,,batchu",phaneendra.batchu@fvsu.edu,Meat Science,Animal Science,fort valley state university,1005 State univerity drive,fort valley,georgia,31030,USA,0,Illumina HiSeq 4000,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN30218905,SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX17005570,NONE,MO,Muscle,180 minutes of transportation
C17_fpkm_MO,GSM6438826,C17 MO,GSM6438826,Public on Aug 14 2022,Aug 09 2022,Aug 14 2022,SRA,1,Muscle,Capra hircus,tissue: Muscle,group: MO,treatment: 180 minutes of transportation,total RNA,"Blood RNA was extracted using a MagMAX™ Stabilized Blood Tubes RNA Isolation Kit by applied biosystems (Thermo Fisher Scientific, Waltham, MA) according to manufacturer’s instructions. Muscle RNA was extracted by using RNeasy® Fibrous Tissue Mini Kit (Qiagen, Germantown, MD) according to manufacturer’s procedures","NEBNext® UltraTM  RNA Library Prep kit from Illumina® (NEB, USA) were used to generate the sequencing libraries",9925,Muscle samples collected after 180 minutes of transportation,Data processing was done by Novagene,Methods uploaded,GPL22146,"phaneendra,,batchu",phaneendra.batchu@fvsu.edu,Meat Science,Animal Science,fort valley state university,1005 State univerity drive,fort valley,georgia,31030,USA,0,Illumina HiSeq 4000,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN30218904,SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX17005571,NONE,MO,Muscle,180 minutes of transportation
C18_fpkm_MO,GSM6438827,C18 MO,GSM6438827,Public on Aug 14 2022,Aug 09 2022,Aug 14 2022,SRA,1,Muscle,Capra hircus,tissue: Muscle,group: MO,treatment: 180 minutes of transportation,total RNA,"Blood RNA was extracted using a MagMAX™ Stabilized Blood Tubes RNA Isolation Kit by applied biosystems (Thermo Fisher Scientific, Waltham, MA) according to manufacturer’s instructions. Muscle RNA was extracted by using RNeasy® Fibrous Tissue Mini Kit (Qiagen, Germantown, MD) according to manufacturer’s procedures","NEBNext® UltraTM  RNA Library Prep kit from Illumina® (NEB, USA) were used to generate the sequencing libraries",9925,Muscle samples collected after 180 minutes of transportation,Data processing was done by Novagene,Methods uploaded,GPL22146,"phaneendra,,batchu",phaneendra.batchu@fvsu.edu,Meat Science,Animal Science,fort valley state university,1005 State univerity drive,fort valley,georgia,31030,USA,0,Illumina HiSeq 4000,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN30218903,SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX17005572,NONE,MO,Muscle,180 minutes of transportation
C19_fpkm_MI,GSM6438828,C19 MI,GSM6438828,Public on Aug 14 2022,Aug 09 2022,Aug 14 2022,SRA,1,Muscle,Capra hircus,tissue: Muscle,group: MI,treatment: 30 minutes of transportation,total RNA,"Blood RNA was extracted using a MagMAX™ Stabilized Blood Tubes RNA Isolation Kit by applied biosystems (Thermo Fisher Scientific, Waltham, MA) according to manufacturer’s instructions. Muscle RNA was extracted by using RNeasy® Fibrous Tissue Mini Kit (Qiagen, Germantown, MD) according to manufacturer’s procedures","NEBNext® UltraTM  RNA Library Prep kit from Illumina® (NEB, USA) were used to generate the sequencing libraries",9925,Muscle samples collected after 30 minutes of transportation,Data processing was done by Novagene,Methods uploaded,GPL22146,"phaneendra,,batchu",phaneendra.batchu@fvsu.edu,Meat Science,Animal Science,fort valley state university,1005 State univerity drive,fort valley,georgia,31030,USA,0,Illumina HiSeq 4000,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN30218902,SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX17005594,NONE,MI,Muscle,30 minutes of transportation
C20_fpkm_MI,GSM6438829,C20 MI,GSM6438829,Public on Aug 14 2022,Aug 09 2022,Aug 14 2022,SRA,1,Muscle,Capra hircus,tissue: Muscle,group: MI,treatment: 30 minutes of transportation,total RNA,"Blood RNA was extracted using a MagMAX™ Stabilized Blood Tubes RNA Isolation Kit by applied biosystems (Thermo Fisher Scientific, Waltham, MA) according to manufacturer’s instructions. Muscle RNA was extracted by using RNeasy® Fibrous Tissue Mini Kit (Qiagen, Germantown, MD) according to manufacturer’s procedures","NEBNext® UltraTM  RNA Library Prep kit from Illumina® (NEB, USA) were used to generate the sequencing libraries",9925,Muscle samples collected after 30 minutes of transportation,Data processing was done by Novagene,Methods uploaded,GPL22146,"phaneendra,,batchu",phaneendra.batchu@fvsu.edu,Meat Science,Animal Science,fort valley state university,1005 State univerity drive,fort valley,georgia,31030,USA,0,Illumina HiSeq 4000,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN30218901,SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX17005595,NONE,MI,Muscle,30 minutes of transportation
C21_fpkm_MI,GSM6438830,C21 MI,GSM6438830,Public on Aug 14 2022,Aug 09 2022,Aug 14 2022,SRA,1,Muscle,Capra hircus,tissue: Muscle,group: MI,treatment: 30 minutes of transportation,total RNA,"Blood RNA was extracted using a MagMAX™ Stabilized Blood Tubes RNA Isolation Kit by applied biosystems (Thermo Fisher Scientific, Waltham, MA) according to manufacturer’s instructions. Muscle RNA was extracted by using RNeasy® Fibrous Tissue Mini Kit (Qiagen, Germantown, MD) according to manufacturer’s procedures","NEBNext® UltraTM  RNA Library Prep kit from Illumina® (NEB, USA) were used to generate the sequencing libraries",9925,Muscle samples collected after 30 minutes of transportation,Data processing was done by Novagene,Methods uploaded,GPL22146,"phaneendra,,batchu",phaneendra.batchu@fvsu.edu,Meat Science,Animal Science,fort valley state university,1005 State univerity drive,fort valley,georgia,31030,USA,0,Illumina HiSeq 4000,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN30218900,SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX17005596,NONE,MI,Muscle,30 minutes of transportation
